Date,Sensor01,Sensor02,Sensor03,Sensor04,Sensor05,Sensor06,Sensor07,Sensor08,Sensor09,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/15,0.13,0.16,0.17,0.12,0.16,0.33,0.48,0.11,0.16,0.12,0.27,0.29,0.22,0.48,0.18,0.30,0.18,0.31,0.35,0.28,0.43,0.09,0.27,0.13,0.19,0.34,0.22,0.49,0.18,0.23,0.30,0.26,0.14,0.22,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/15,0.13,0.16,0.17,0.11,0.15,0.32,0.47,0.10,0.16,0.11,0.27,0.28,0.20,0.47,0.18,0.29,0.18,0.31,0.34,0.28,0.42,0.09,0.27,0.13,0.19,0.34,0.21,0.49,0.17,0.23,0.29,0.26,0.13,0.22,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/15,0.13,0.16,0.17,0.11,0.14,0.31,0.47,0.10,0.15,0.11,0.27,0.27,0.18,0.46,0.18,0.29,0.18,0.30,0.34,0.27,0.42,0.09,0.27,0.13,0.18,0.34,0.20,0.48,0.17,0.23,0.29,0.26,0.12,0.21,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/22/15,0.13,0.16,0.17,0.12,0.17,0.35,0.47,0.10,0.15,0.11,0.27,0.30,0.21,0.47,0.18,0.30,0.18,0.31,0.35,0.27,0.43,0.10,0.27,0.14,0.18,0.34,0.21,0.50,0.18,0.24,0.33,0.27,0.15,0.24,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/15,0.15,0.16,0.17,0.12,0.25,0.39,0.47,0.11,0.16,0.12,0.27,0.36,0.28,0.49,0.19,0.33,0.18,0.33,0.38,0.29,0.45,0.13,0.28,0.14,0.20,0.34,0.23,0.51,0.20,0.27,0.40,0.30,0.19,0.28,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/15,0.14,0.16,0.17,0.12,0.24,0.38,0.47,0.11,0.16,0.12,0.27,0.34,0.26,0.49,0.19,0.32,0.18,0.33,0.36,0.29,0.45,0.12,0.28,0.14,0.20,0.34,0.23,0.50,0.19,0.25,0.38,0.28,0.17,0.25,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/15,0.14,0.16,0.17,0.11,0.22,0.36,0.47,0.11,0.16,0.11,0.27,0.33,0.23,0.48,0.18,0.31,0.18,0.32,0.35,0.28,0.44,0.11,0.27,0.14,0.19,0.34,0.22,0.49,0.18,0.24,0.36,0.27,0.15,0.23,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/15,0.15,0.16,0.17,0.12,0.26,0.39,0.47,0.11,0.16,0.12,0.28,0.36,0.27,0.49,0.19,0.32,0.18,0.36,0.36,0.29,0.45,0.12,0.28,0.15,0.20,0.34,0.22,0.50,0.19,0.24,0.39,0.28,0.18,0.24,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/15,0.16,0.16,0.17,0.12,0.30,0.41,0.47,0.11,0.16,0.13,0.28,0.38,0.32,0.50,0.19,0.33,0.18,0.38,0.36,0.29,0.46,0.13,0.28,0.16,0.20,0.34,0.23,0.51,0.19,0.24,0.42,0.27,0.23,0.26,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/28/15,0.15,0.16,0.17,0.12,0.29,0.40,0.47,0.11,0.16,0.14,0.28,0.36,0.29,0.50,0.19,0.32,0.18,0.35,0.35,0.29,0.46,0.13,0.28,0.15,0.20,0.34,0.23,0.51,0.19,0.24,0.40,0.27,0.20,0.25,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/29/15,0.14,0.16,0.17,0.12,0.27,0.38,0.47,0.11,0.16,0.13,0.27,0.35,0.24,0.50,0.19,0.31,0.18,0.33,0.34,0.28,0.45,0.11,0.27,0.14,0.20,0.34,0.22,0.51,0.18,0.23,0.38,0.27,0.16,0.23,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,0.14,0.16,0.17,0.12,0.29,0.40,0.47,0.11,0.16,0.14,0.27,0.38,0.27,0.50,0.19,0.30,0.18,0.35,0.34,0.29,0.45,0.12,0.28,0.15,0.20,0.34,0.22,0.51,0.18,0.23,0.40,0.27,0.21,0.25,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/15,0.16,0.20,0.18,0.14,0.33,0.43,0.47,0.11,0.17,0.22,0.28,0.41,0.36,0.51,0.20,0.34,0.19,0.41,0.38,0.33,0.45,0.16,0.29,0.19,0.21,0.34,0.25,0.52,0.20,0.24,0.43,0.30,0.31,0.35,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/15,0.15,0.20,0.18,0.13,0.30,0.41,0.47,0.11,0.17,0.19,0.28,0.38,0.33,0.50,0.20,0.34,0.18,0.38,0.37,0.33,0.45,0.14,0.29,0.18,0.21,0.34,0.25,0.51,0.19,0.24,0.41,0.28,0.25,0.30,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/15,0.14,0.18,0.18,0.13,0.30,0.40,0.47,0.11,0.16,0.19,0.27,0.37,0.31,0.50,0.19,0.32,0.18,0.36,0.36,0.32,0.45,0.13,0.28,0.16,0.21,0.34,0.24,0.50,0.19,0.24,0.39,0.28,0.21,0.28,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/15,0.14,0.17,0.18,0.12,0.31,0.41,0.47,0.11,0.16,0.19,0.27,0.37,0.30,0.50,0.19,0.31,0.18,0.34,0.35,0.32,0.45,0.12,0.28,0.15,0.21,0.34,0.24,0.51,0.19,0.23,0.39,0.27,0.20,0.27,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/15,0.14,0.17,0.18,0.12,0.28,0.39,0.47,0.10,0.16,0.16,0.27,0.36,0.26,0.50,0.19,0.31,0.18,0.33,0.34,0.31,0.45,0.11,0.28,0.14,0.22,0.34,0.23,0.50,0.18,0.23,0.37,0.27,0.17,0.24,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/15,0.14,0.17,0.17,0.12,0.28,0.38,0.47,0.10,0.16,0.16,0.27,0.36,0.23,0.49,0.19,0.30,0.18,0.32,0.34,0.30,0.45,0.12,0.27,0.14,0.21,0.34,0.22,0.50,0.18,0.23,0.36,0.26,0.17,0.24,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/15,0.14,0.16,0.17,0.11,0.26,0.37,0.47,0.10,0.16,0.14,0.27,0.36,0.21,0.49,0.19,0.30,0.18,0.31,0.34,0.30,0.45,0.11,0.27,0.13,0.21,0.34,0.21,0.50,0.18,0.23,0.35,0.26,0.15,0.23,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/15,0.15,0.13,0.17,0.11,0.20,0.35,0.52,0.27,0.15,0.12,0.10,0.35,0.19,0.48,0.18,0.29,0.18,0.31,0.33,0.28,0.52,0.33,0.27,0.13,0.20,0.10,0.21,0.50,0.18,0.22,0.32,0.26,0.13,0.21,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/15,0.15,0.13,0.17,0.11,0.21,0.36,0.52,0.26,0.15,0.14,0.10,0.35,0.19,0.48,0.18,0.29,0.18,0.30,0.33,0.28,0.52,0.33,0.27,0.13,0.19,0.10,0.21,0.50,0.18,0.22,0.33,0.26,0.15,0.21,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/15,0.15,0.12,0.17,0.11,0.19,0.34,0.52,0.26,0.15,0.12,0.10,0.35,0.18,0.47,0.18,0.28,0.18,0.30,0.33,0.28,0.52,0.33,0.27,0.13,0.19,0.10,0.20,0.50,0.17,0.22,0.32,0.26,0.13,0.21,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/15,0.15,0.12,0.17,0.11,0.17,0.33,0.52,0.26,0.15,0.12,0.10,0.34,0.17,0.47,0.18,0.28,0.17,0.29,0.33,0.27,0.52,0.33,0.26,0.12,0.19,0.09,0.20,0.50,0.17,0.22,0.30,0.26,0.12,0.20,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/15,0.16,0.13,0.17,0.12,0.28,0.40,0.52,0.29,0.16,0.15,0.10,0.38,0.22,0.48,0.22,0.30,0.18,0.30,0.33,0.31,0.52,0.33,0.27,0.16,0.19,0.13,0.23,0.51,0.18,0.22,0.39,0.26,0.22,0.23,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/13/15,0.16,0.13,0.17,0.11,0.29,0.41,0.52,0.29,0.16,0.17,0.10,0.39,0.23,0.49,0.21,0.30,0.18,0.30,0.34,0.33,0.52,0.33,0.27,0.16,0.19,0.13,0.24,0.51,0.18,0.22,0.40,0.26,0.23,0.25,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/14/15,0.15,0.12,0.17,0.11,0.28,0.39,0.52,0.27,0.16,0.16,0.10,0.37,0.22,0.49,0.19,0.29,0.18,0.30,0.34,0.32,0.52,0.33,0.27,0.14,0.19,0.12,0.22,0.51,0.18,0.22,0.38,0.26,0.20,0.23,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/15,0.15,0.12,0.17,0.11,0.26,0.38,0.52,0.27,0.16,0.15,0.10,0.37,0.20,0.49,0.19,0.29,0.18,0.29,0.33,0.31,0.52,0.33,0.27,0.13,0.19,0.11,0.21,0.51,0.18,0.22,0.36,0.26,0.17,0.22,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/15,0.15,0.12,0.17,0.11,0.22,0.36,0.52,0.27,0.15,0.13,0.10,0.36,0.17,0.48,0.18,0.28,0.18,0.29,0.33,0.29,0.52,0.33,0.27,0.12,0.18,0.10,0.20,0.50,0.17,0.22,0.33,0.25,0.14,0.21,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/17/15,0.15,0.11,0.17,0.11,0.18,0.34,0.52,0.26,0.15,0.12,0.10,0.35,0.16,0.47,0.18,0.28,0.17,0.29,0.32,0.28,0.52,0.33,0.26,0.12,0.18,0.10,0.19,0.50,0.17,0.22,0.31,0.25,0.12,0.20,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/15,0.15,0.11,0.16,0.10,0.16,0.32,0.51,0.26,0.15,0.11,0.10,0.33,0.15,0.45,0.18,0.27,0.17,0.28,0.32,0.27,0.52,0.33,0.26,0.12,0.18,0.09,0.19,0.50,0.17,0.21,0.29,0.25,0.11,0.19,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/19/15,0.15,0.11,0.16,0.10,0.15,0.31,0.51,0.26,0.15,0.10,0.10,0.32,0.15,0.44,0.18,0.27,0.17,0.28,0.32,0.27,0.52,0.33,0.26,0.12,0.18,0.09,0.19,0.50,0.17,0.21,0.30,0.25,0.12,0.19,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/15,0.15,0.11,0.16,0.10,0.16,0.33,0.51,0.26,0.15,0.10,0.10,0.32,0.17,0.43,0.18,0.27,0.17,0.28,0.32,0.27,0.52,0.33,0.26,0.12,0.18,0.10,0.18,0.50,0.17,0.21,0.33,0.25,0.14,0.21,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/21/15,0.15,0.11,0.16,0.11,0.19,0.36,0.52,0.26,0.15,0.11,0.10,0.36,0.18,0.43,0.19,0.27,0.17,0.28,0.32,0.29,0.52,0.33,0.27,0.12,0.18,0.11,0.19,0.51,0.17,0.21,0.36,0.25,0.15,0.25,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,0.15,0.11,0.17,0.11,0.19,0.36,0.52,0.26,0.15,0.11,0.10,0.35,0.18,0.43,0.18,0.27,0.17,0.28,0.32,0.28,0.52,0.33,0.27,0.12,0.18,0.10,0.19,0.51,0.17,0.21,0.39,0.25,0.17,0.27,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/15,0.15,0.11,0.16,0.10,0.17,0.32,0.52,0.26,0.15,0.10,0.10,0.34,0.16,0.42,0.18,0.27,0.17,0.28,0.32,0.27,0.52,0.33,0.26,0.12,0.17,0.09,0.18,0.50,0.17,0.21,0.34,0.25,0.13,0.21,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/15,0.15,0.11,0.16,0.10,0.15,0.31,0.51,0.26,0.14,0.10,0.10,0.32,0.14,0.41,0.17,0.27,0.17,0.27,0.31,0.27,0.52,0.33,0.26,0.12,0.17,0.09,0.18,0.50,0.17,0.21,0.30,0.25,0.11,0.19,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/15,0.14,0.10,0.16,0.10,0.14,0.30,0.49,0.26,0.14,0.09,0.09,0.30,0.13,0.39,0.17,0.26,0.17,0.27,0.31,0.26,0.52,0.32,0.26,0.11,0.17,0.09,0.18,0.50,0.17,0.21,0.28,0.24,0.10,0.19,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/15,0.14,0.10,0.16,0.10,0.13,0.29,0.49,0.26,0.14,0.09,0.09,0.29,0.13,0.37,0.17,0.26,0.17,0.27,0.31,0.26,0.52,0.32,0.26,0.11,0.17,0.08,0.17,0.50,0.17,0.20,0.28,0.24,0.11,0.18,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/15,0.14,0.10,0.15,0.09,0.12,0.29,0.47,0.25,0.14,0.09,0.09,0.27,0.13,0.35,0.17,0.26,0.17,0.27,0.30,0.26,0.52,0.32,0.25,0.11,0.17,0.08,0.17,0.50,0.16,0.20,0.27,0.24,0.10,0.18,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/28/15,0.14,0.10,0.15,0.09,0.11,0.28,0.45,0.25,0.14,0.09,0.09,0.25,0.12,0.33,0.17,0.26,0.16,0.26,0.30,0.25,0.52,0.32,0.25,0.11,0.16,0.08,0.16,0.49,0.16,0.20,0.27,0.24,0.09,0.17,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/29/15,0.14,0.10,0.15,0.09,0.11,0.27,0.42,0.25,0.13,0.08,0.09,0.23,0.11,0.32,0.17,0.25,0.16,0.26,0.30,0.25,0.52,0.32,0.25,0.11,0.16,0.08,0.16,0.49,0.16,0.20,0.26,0.24,0.09,0.17,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/15,0.14,0.10,0.15,0.09,0.11,0.28,0.42,0.25,0.13,0.08,0.09,0.23,0.12,0.30,0.17,0.25,0.16,0.26,0.30,0.25,0.52,0.32,0.25,0.11,0.16,0.08,0.16,0.48,0.16,0.20,0.27,0.23,0.09,0.17,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/31/15,0.14,0.11,0.15,0.09,0.16,0.32,0.49,,0.14,0.09,0.09,0.27,0.15,0.31,0.19,0.26,0.17,0.27,0.30,0.25,0.52,0.32,0.26,0.12,0.16,0.11,0.17,0.50,0.17,0.19,0.36,0.23,0.14,0.18,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/15,0.14,0.10,0.15,0.09,0.15,0.31,0.47,,0.14,0.09,0.09,0.26,0.13,0.30,0.18,0.26,0.16,0.27,0.30,0.25,0.52,0.32,0.26,0.11,0.16,0.10,0.17,0.50,0.16,0.20,0.33,0.23,0.12,0.18,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/15,0.14,0.10,0.15,0.10,0.15,0.31,0.47,,0.14,0.08,0.09,0.27,0.15,0.30,0.18,0.26,0.17,0.27,0.30,0.25,0.52,0.32,0.26,0.11,0.16,0.10,0.17,0.50,0.17,0.20,0.32,0.24,0.12,0.18,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/15,0.15,0.12,0.15,0.10,0.22,0.35,0.49,,0.15,0.09,0.09,0.32,0.18,0.33,0.19,0.27,0.17,0.28,0.30,0.25,0.52,0.32,0.26,0.12,0.17,0.11,0.18,0.51,0.18,0.20,0.37,0.24,0.15,0.21,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/15,0.14,0.11,0.15,0.09,0.19,0.33,0.46,,0.14,0.09,0.09,0.29,0.15,0.31,0.18,0.27,0.16,0.28,0.30,0.25,0.52,0.32,0.26,0.11,0.17,0.10,0.18,0.50,0.17,0.20,0.34,0.24,0.12,0.19,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/15,0.14,0.10,0.15,0.09,0.15,0.31,0.43,,0.14,0.09,0.09,0.26,0.13,0.30,0.17,0.26,0.16,0.27,0.30,0.25,0.52,0.32,0.25,0.11,0.16,0.09,0.17,0.50,0.17,0.19,0.31,0.23,0.11,0.19,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/15,0.14,0.10,0.15,0.09,0.13,0.30,0.40,,0.14,0.08,0.09,0.24,0.12,0.28,0.17,0.26,0.16,0.27,0.30,0.25,0.52,0.32,0.25,0.11,0.16,0.09,0.17,0.50,0.17,0.19,0.29,0.23,0.10,0.18,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/15,0.14,0.11,0.15,0.10,0.21,0.34,0.47,,0.14,0.09,0.09,0.24,0.15,0.28,0.18,0.26,0.16,0.27,0.30,0.25,0.52,0.32,0.26,0.11,0.16,0.11,0.17,0.51,0.17,0.19,0.35,0.23,0.15,0.19,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/15,0.14,0.12,0.15,0.10,0.22,0.35,0.47,,0.14,0.09,0.09,0.28,0.17,0.30,0.18,0.26,0.17,0.30,0.30,0.25,0.52,0.32,0.26,0.11,0.16,0.11,0.18,0.51,0.17,0.20,0.35,0.24,0.16,0.21,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/15,0.14,0.12,0.15,0.10,0.24,0.35,0.47,,0.14,0.09,0.09,0.29,0.16,0.30,0.18,0.26,0.17,0.31,0.30,0.25,0.52,0.32,0.26,0.12,0.16,0.11,0.18,0.51,0.17,0.20,0.36,0.24,0.15,0.21,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/15,0.14,0.11,0.15,0.09,0.19,0.33,0.42,,0.14,0.09,0.09,0.26,0.14,0.28,0.17,0.26,0.16,0.29,0.30,0.25,0.52,0.32,0.26,0.11,0.16,0.10,0.17,0.50,0.17,0.19,0.33,0.24,0.12,0.20,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/15,0.14,0.10,0.15,0.09,0.16,0.32,0.39,,0.14,0.08,0.09,0.24,0.13,0.27,0.17,0.26,0.16,0.28,0.30,0.25,0.52,0.32,0.25,0.11,0.16,0.09,0.17,0.50,0.17,0.19,0.31,0.24,0.11,0.19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/15,0.14,0.11,0.15,0.10,0.19,0.35,0.44,,0.14,0.09,0.09,0.23,0.14,0.27,0.18,0.26,0.16,0.30,0.30,0.25,0.52,0.32,0.26,0.12,0.16,0.10,0.17,0.50,0.17,0.19,0.34,0.24,0.12,0.20,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/15,0.14,0.10,0.15,0.10,0.15,0.32,0.37,,0.14,0.08,0.09,0.22,0.13,0.26,0.17,0.25,0.16,0.28,0.30,0.25,0.52,0.32,0.25,0.11,0.16,0.09,0.16,0.50,0.16,0.19,0.30,0.23,0.10,0.19,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/15,0.14,0.10,0.15,0.09,0.13,0.30,0.34,,0.14,0.08,0.09,0.21,0.12,0.25,0.17,0.25,0.16,0.27,0.29,0.24,0.52,0.32,0.25,0.11,0.16,0.09,0.16,0.50,0.16,0.19,0.28,0.23,0.10,0.18,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/15,0.14,0.10,0.15,0.10,0.21,0.34,0.40,,0.14,0.08,0.09,0.24,0.17,0.25,0.18,0.26,0.17,0.28,0.30,0.25,0.52,0.32,0.26,0.11,0.16,0.10,0.17,0.50,0.17,0.19,0.31,0.23,0.14,0.20,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/15,0.15,0.13,0.16,0.12,0.28,0.38,0.47,,0.15,0.09,0.10,0.32,0.24,0.27,0.21,0.28,0.18,0.34,0.31,0.28,0.52,0.32,0.27,0.13,0.17,0.12,0.18,0.51,0.18,0.20,0.38,0.24,0.19,0.27,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,0.14,0.13,0.16,0.13,0.26,0.38,0.44,,0.15,0.10,0.10,0.36,0.23,0.27,0.20,0.28,0.18,0.34,0.31,0.28,0.52,0.32,0.27,0.13,0.17,0.12,0.18,0.51,0.18,0.20,0.37,0.24,0.17,0.30,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,0.14,0.13,0.16,0.11,0.25,0.37,0.42,,0.15,0.09,0.09,0.35,0.22,0.26,0.19,0.27,0.17,0.32,0.31,0.28,0.52,0.32,0.27,0.12,0.16,0.11,0.17,0.51,0.17,0.20,0.36,0.24,0.15,0.29,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,0.14,0.11,0.15,0.10,0.22,0.35,0.36,,0.15,0.09,0.09,0.33,0.19,0.25,0.18,0.26,0.17,0.30,0.30,0.27,0.52,0.32,0.26,0.11,0.16,0.10,0.17,0.51,0.17,0.19,0.34,0.23,0.12,0.27,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,0.14,0.11,0.15,0.10,0.18,0.34,0.33,,0.14,0.09,0.09,0.30,0.18,0.25,0.18,0.26,0.17,0.29,0.30,0.26,0.52,0.32,0.26,0.11,0.16,0.10,0.17,0.50,0.17,0.19,0.31,0.23,0.11,0.26,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,0.14,0.10,0.15,0.10,0.19,0.35,0.34,,0.14,0.09,0.09,0.28,0.19,0.24,0.18,0.26,0.17,0.28,0.30,0.26,0.52,0.32,0.26,0.11,0.16,0.10,0.17,0.51,0.17,0.19,0.32,0.23,0.12,0.25,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,0.14,0.10,0.15,0.10,0.15,0.32,0.31,,0.14,0.08,0.09,0.26,0.17,0.24,0.17,0.25,0.16,0.28,0.30,0.26,0.52,0.32,0.25,0.11,0.16,0.09,0.16,0.50,0.17,0.19,0.29,0.23,0.11,0.25,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,0.14,0.10,0.15,0.10,0.16,0.33,0.31,,0.14,0.08,0.09,0.24,0.18,0.23,0.17,0.25,0.16,0.28,0.30,0.26,0.52,0.32,0.25,0.11,0.16,0.09,0.16,0.51,0.16,0.19,0.29,0.23,0.11,0.24,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,0.14,0.10,0.15,0.11,0.17,0.35,0.32,,0.14,0.09,0.09,0.24,0.21,0.24,0.18,0.25,0.17,0.28,0.30,0.26,0.52,0.32,0.26,0.11,0.16,0.10,0.16,0.51,0.17,0.19,0.30,0.23,0.12,0.24,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/15,0.15,0.15,0.18,0.17,0.31,0.41,0.47,,0.17,0.11,0.10,0.37,0.30,0.32,0.25,0.31,0.22,0.40,0.38,0.34,0.52,0.32,0.28,0.18,0.20,0.14,0.20,0.52,0.23,0.21,0.40,0.28,0.22,0.35,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/15,0.15,0.14,0.18,0.17,0.27,0.38,0.42,,0.18,0.13,0.10,0.36,0.27,0.31,0.25,0.31,0.20,0.39,0.38,0.34,0.52,0.32,0.28,0.15,0.22,0.13,0.21,0.51,0.21,0.23,0.38,0.28,0.19,0.34,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/15,0.18,0.19,0.22,0.22,0.34,0.42,0.50,,0.21,0.18,0.11,0.40,0.33,0.37,0.31,0.36,0.25,0.44,0.42,0.39,0.52,0.33,0.29,0.21,0.26,0.18,0.26,0.52,0.26,0.29,0.41,0.35,0.31,0.39,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/15,0.21,0.22,0.26,0.26,0.34,0.42,0.50,,0.25,0.20,0.13,0.41,0.33,0.38,0.35,0.39,0.33,0.45,0.43,0.40,0.52,0.34,0.33,0.23,0.30,0.19,0.29,0.52,0.30,0.32,0.41,0.37,0.32,0.39,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
