Date,contday,TRANSECT,LOCATION,O2,O2PCT,Moisture,Moisturepct,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,2,2,0.20,20.21,0.15,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,2,3,0.20,20.04,0.10,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,2,4,0.19,18.85,0.10,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,2,5,0.20,19.65,0.36,36.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,2,6,0.19,18.81,0.23,22.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,2,7,0.21,21.35,0.27,27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,3,1,0.19,19.31,0.20,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,3,2,0.19,19.48,0.28,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,3,3,0.18,17.90,0.18,17.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,3,4,0.18,18.14,0.34,34.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,3,5,0.19,18.90,0.31,30.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,3,6,0.18,18.37,0.28,28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,3,7,-0.01,-1.06,0.52,52.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,4,1,0.01,0.62,0.32,32.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,4,2,0.19,18.64,0.27,27.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,4,3,0.19,19.40,0.13,13.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,4,4,0.26,26.16,0.17,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,4,5,0.19,18.51,0.12,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,4,6,0.18,18.24,0.18,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,4,7,0.16,16.13,0.51,50.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,5,1,0.20,19.97,0.18,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,5,2,0.18,18.19,0.20,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,5,3,0.18,18.11,0.37,37.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,5,4,0.18,18.44,0.24,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,5,5,0.18,17.94,0.17,16.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,5,6,0.19,18.99,0.30,29.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/15,268,5,7,0.17,16.68,0.42,42.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,1,1,0.19,18.77,0.14,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,1,2,0.19,18.96,0.13,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,1,3,0.19,19.13,0.16,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,1,4,0.19,18.80,0.11,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,1,5,0.18,17.93,0.25,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,1,6,0.18,17.85,0.37,37.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,1,7,0.18,18.22,0.42,42.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,2,1,0.18,18.32,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,2,2,0.20,20.26,0.15,14.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,2,3,0.20,20.06,0.09,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,2,4,0.19,18.88,0.09,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,2,5,0.20,19.65,0.35,34.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,2,6,0.19,18.77,0.22,21.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,2,7,0.19,18.90,0.26,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,3,1,0.19,19.35,0.19,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,3,2,0.19,19.49,0.27,26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,3,3,0.18,17.92,0.17,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,3,4,0.18,18.17,0.32,31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,3,5,0.19,18.88,0.31,30.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,3,6,0.18,18.39,0.28,27.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,3,7,-0.01,-1.05,0.52,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,4,1,0.01,0.69,0.32,32.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,4,2,0.19,18.67,0.27,26.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,4,3,0.19,19.40,0.12,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,4,4,0.19,19.13,0.16,16.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,4,5,0.18,18.43,0.11,11.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,4,6,0.18,18.22,0.17,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,4,7,0.16,15.85,0.51,50.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,5,1,0.20,19.97,0.17,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,5,2,0.18,18.23,0.20,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,5,3,0.18,18.09,0.36,36.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,5,4,0.18,18.38,0.24,23.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,5,5,0.18,17.89,0.15,14.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,5,6,0.19,18.95,0.29,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/15,269,5,7,0.16,16.47,0.41,40.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,1,1,0.19,18.78,0.14,13.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,1,2,0.19,19.01,0.11,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,1,3,0.19,19.14,0.15,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,1,4,0.19,18.82,0.10,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,1,5,0.18,18.03,0.22,22.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,1,6,0.18,18.01,0.35,34.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,1,7,0.18,18.09,0.36,35.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,2,1,0.18,18.30,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,2,2,0.20,20.26,0.15,14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,2,3,0.20,20.07,0.09,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,2,4,0.19,18.89,0.09,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,2,5,0.20,19.78,0.33,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,2,6,0.19,18.79,0.19,18.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,2,7,0.19,18.54,0.25,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,3,1,0.19,19.38,0.18,18.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,3,2,0.19,19.48,0.26,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,3,3,0.18,17.93,0.17,16.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,3,4,0.18,18.16,0.30,29.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,3,5,0.19,18.95,0.30,30.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,3,6,0.18,18.38,0.27,26.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,3,7,-0.01,-1.05,0.52,51.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,4,1,0.01,0.67,0.32,32.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,4,2,0.19,18.65,0.26,26.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,4,3,0.19,19.39,0.11,11.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,4,4,0.19,19.05,0.16,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,4,5,0.19,18.55,0.10,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,4,6,0.18,18.21,0.17,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,4,7,0.16,15.52,0.51,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,5,1,0.20,19.95,0.17,17.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,5,2,0.18,18.22,0.19,19.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,5,3,0.18,18.09,0.34,33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,5,4,0.18,18.36,0.23,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,5,5,0.18,17.89,0.12,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,5,6,0.19,18.96,0.27,27.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/15,270,5,7,0.16,16.49,0.39,38.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,1,1,0.19,18.71,0.14,13.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,1,2,0.19,18.98,0.11,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,1,3,0.19,19.12,0.15,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,1,4,0.19,18.87,0.10,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,1,5,0.18,18.11,0.18,18.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,1,6,0.18,17.95,0.34,33.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,1,7,0.18,17.99,0.33,33.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,2,1,0.18,18.28,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,2,2,0.20,20.20,0.14,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,2,3,0.20,20.01,0.09,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,2,4,0.19,18.87,0.09,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,2,5,0.20,19.71,0.30,29.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,2,6,0.19,18.80,0.18,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,2,7,0.18,18.24,0.25,24.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,3,1,0.19,19.32,0.18,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,3,2,0.19,19.45,0.26,25.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,3,3,0.18,17.87,0.17,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,3,4,0.18,18.14,0.29,28.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,3,5,0.19,18.91,0.30,29.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,3,6,0.18,18.37,0.26,26.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,3,7,-0.01,-1.05,0.52,51.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,4,1,0.01,0.67,0.32,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,4,2,0.19,18.60,0.26,25.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,4,3,0.19,19.37,0.11,11.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,4,4,0.19,18.96,0.16,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,4,5,0.18,18.45,0.10,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,4,6,0.18,18.17,0.17,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,4,7,0.15,15.49,0.50,50.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,5,1,0.20,19.91,0.17,16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,5,2,0.18,18.44,0.19,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,5,3,0.18,18.10,0.31,31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,5,4,0.18,18.34,0.23,23.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,5,5,0.18,17.91,0.11,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,5,6,0.19,18.90,0.26,25.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/15,271,5,7,0.17,16.58,0.37,36.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,1,1,0.19,18.76,0.14,13.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,1,2,0.19,18.89,0.10,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,1,3,0.19,19.01,0.15,15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,1,4,0.19,18.93,0.10,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,1,5,0.18,18.07,0.19,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,1,6,0.18,18.08,0.35,34.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,1,7,0.18,18.01,0.34,34.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,2,1,0.18,18.29,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,2,2,0.20,20.18,0.14,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,2,3,0.20,19.96,0.09,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,2,4,0.19,18.85,0.09,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,2,5,0.20,19.65,0.28,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,2,6,0.19,18.73,0.19,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,2,7,0.18,18.28,0.24,24.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,3,1,0.19,19.35,0.18,17.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,3,2,0.19,19.45,0.26,25.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,3,3,0.18,17.86,0.17,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,3,4,0.18,18.10,0.28,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,3,5,0.19,18.87,0.30,29.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,3,6,0.18,18.25,0.26,26.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,3,7,-0.01,-1.05,0.52,52.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,4,1,0.01,0.64,0.32,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,4,2,0.19,18.56,0.26,25.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,4,3,0.19,19.36,0.11,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,4,4,0.19,18.96,0.16,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,4,5,0.18,18.40,0.10,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,4,6,0.18,18.15,0.17,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,4,7,0.15,14.83,0.51,50.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,5,1,0.20,19.92,0.17,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,5,2,0.18,18.16,0.19,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,5,3,0.18,18.09,0.32,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,5,4,0.18,18.30,0.23,23.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,5,5,0.18,17.88,0.12,11.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,5,6,0.19,18.95,0.25,25.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/15,272,5,7,0.16,16.46,0.36,35.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,1,1,0.19,18.68,0.14,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,1,2,0.19,19.05,0.10,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,1,3,0.19,19.01,0.15,15.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,1,4,0.19,18.84,0.10,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,1,5,0.18,18.06,0.15,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,1,6,0.18,18.01,0.32,32.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,1,7,0.18,17.82,0.31,30.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,2,1,0.18,18.30,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,2,2,0.20,20.14,0.14,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,2,3,0.20,19.92,0.08,8.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,2,4,0.19,18.79,0.09,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,2,5,0.20,19.57,0.26,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,2,6,0.19,18.74,0.17,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,2,7,0.18,18.21,0.24,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,3,1,0.19,19.33,0.17,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,3,2,0.19,19.43,0.25,25.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,3,3,0.18,17.83,0.16,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,3,4,0.18,18.11,0.28,27.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,3,5,0.19,18.83,0.30,29.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,3,6,0.18,18.26,0.26,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,3,7,-0.01,-1.05,0.52,51.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,4,1,0.01,0.61,0.32,31.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,4,2,0.19,18.53,0.25,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,4,3,0.19,19.36,0.11,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,4,4,0.19,18.92,0.16,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,4,5,0.18,18.41,0.09,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,4,6,0.18,18.16,0.16,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,4,7,0.15,15.01,0.50,50.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,5,1,0.20,19.89,0.17,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,5,2,0.18,18.11,0.19,19.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,5,3,0.18,18.13,0.29,28.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,5,4,0.18,18.21,0.23,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,5,5,0.18,17.93,0.11,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,5,6,0.19,18.86,0.25,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/15,273,5,7,0.16,16.45,0.34,34.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,1,1,0.19,18.64,0.14,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,1,2,0.19,19.03,0.10,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,1,3,0.19,19.10,0.15,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,1,4,0.19,18.89,0.10,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,1,5,0.18,18.12,0.16,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,1,6,0.18,18.21,0.33,32.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,1,7,0.18,18.17,0.31,31.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,2,1,0.18,18.29,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,2,2,0.20,20.17,0.14,14.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,2,3,0.20,19.99,0.08,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,2,4,0.19,18.87,0.09,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,2,5,0.20,19.71,0.24,24.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,2,6,0.19,18.84,0.18,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,2,7,0.18,18.23,0.23,23.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,3,1,0.19,19.32,0.17,17.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,3,2,0.19,19.44,0.25,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,3,3,0.18,17.86,0.16,16.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,3,4,0.18,18.09,0.28,27.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,3,5,0.19,18.91,0.30,29.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,3,6,0.18,18.32,0.26,25.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,3,7,-0.01,-1.05,0.52,51.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,4,1,0.01,0.57,0.32,31.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,4,2,0.19,18.58,0.25,25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,4,3,0.19,19.36,0.11,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,4,4,0.19,18.94,0.16,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,4,5,0.19,18.52,0.09,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,4,6,0.18,18.16,0.16,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,4,7,0.15,15.27,0.51,50.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,5,1,0.20,19.90,0.16,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,5,2,0.18,18.13,0.19,18.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,5,3,0.18,18.14,0.29,28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,5,4,0.18,18.37,0.23,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,5,5,0.18,17.92,0.11,11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,5,6,0.19,18.92,0.24,23.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/15,274,5,7,0.17,16.68,0.36,36.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,1,1,0.19,18.60,0.14,13.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,1,2,0.19,19.21,0.10,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,1,3,0.19,19.15,0.15,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,1,4,0.19,18.87,0.11,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,1,5,0.18,18.13,0.17,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,1,6,0.18,18.09,0.35,35.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,1,7,0.18,18.08,0.32,32.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,2,1,0.18,18.26,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,2,2,0.20,20.16,0.14,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,2,3,0.20,19.98,0.09,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,2,4,0.19,18.82,0.09,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,2,5,0.20,19.72,0.24,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,2,6,0.19,18.85,0.21,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,2,7,0.18,18.17,0.24,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,3,1,0.19,19.28,0.18,18.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/15,275,3,2,0.19,19.44,0.25,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
